goos: darwin
goarch: arm64
pkg: github.com/RSheremeta/gob-serialization
BenchmarkEncodePtrSlice/type=GOB_struct_size=tiny-10       	  766519	      1588 ns/op	    1392 B/op	      22 allocs/op
BenchmarkEncodePtrSlice/type=JSON_struct_size=tiny-10      	 3311300	       367.0 ns/op	     176 B/op	       1 allocs/op
BenchmarkEncodePtrSlice/type=XML_struct_size=tiny-10       	  523192	      2330 ns/op	    4816 B/op	       9 allocs/op
BenchmarkEncodePtrSlice/type=YAML_struct_size=tiny-10      	  122904	     11151 ns/op	   36392 B/op	      78 allocs/op
BenchmarkEncodePtrSlice/type=GOB_struct_size=medium-10     	  238899	      5326 ns/op	    4600 B/op	      62 allocs/op
BenchmarkEncodePtrSlice/type=JSON_struct_size=medium-10    	  213715	      5767 ns/op	    2272 B/op	      11 allocs/op
BenchmarkEncodePtrSlice/type=XML_struct_size=medium-10     	   46567	     26118 ns/op	    8773 B/op	      51 allocs/op
BenchmarkEncodePtrSlice/type=YAML_struct_size=medium-10    	   15430	     75262 ns/op	  171416 B/op	     494 allocs/op
BenchmarkEncodePtrSlice/type=GOB_struct_size=big-10        	   23326	     49705 ns/op	   68808 B/op	     571 allocs/op
BenchmarkEncodePtrSlice/type=JSON_struct_size=big-10       	   10000	    123179 ns/op	   44774 B/op	     251 allocs/op
BenchmarkEncodePtrSlice/type=XML_struct_size=big-10        	    2264	    538901 ns/op	  152597 B/op	     715 allocs/op
BenchmarkEncodePtrSlice/type=YAML_struct_size=big-10       	     799	   1538428 ns/op	 4682072 B/op	    8842 allocs/op
BenchmarkEncodePtrSlice/type=GOB_struct_size=huge-10       	       5	 249447842 ns/op	341030953 B/op	 2226117 allocs/op
BenchmarkEncodePtrSlice/type=JSON_struct_size=huge-10      	       2	 868415104 ns/op	329189260 B/op	 1993403 allocs/op
BenchmarkEncodePtrSlice/type=XML_struct_size=huge-10       	       1	3949217375 ns/op	1230326816 B/op	 4877230 allocs/op
BenchmarkEncodePtrSlice/type=YAML_struct_size=huge-10      	       1	17784455125 ns/op	38385133288 B/op	60748369 allocs/op
BenchmarkDecodePtrSlice/type=GOB_struct_size=tiny-10       	  105658	     11314 ns/op	    7724 B/op	     208 allocs/op
BenchmarkDecodePtrSlice/type=JSON_struct_size=tiny-10      	  521919	      2337 ns/op	     544 B/op	      20 allocs/op
BenchmarkDecodePtrSlice/type=XML_struct_size=tiny-10       	  540841	      2240 ns/op	    1536 B/op	      36 allocs/op
BenchmarkDecodePtrSlice/type=YAML_struct_size=tiny-10      	   69958	     17167 ns/op	   12592 B/op	     177 allocs/op
BenchmarkDecodePtrSlice/type=GOB_struct_size=medium-10     	   67569	     17878 ns/op	   11221 B/op	     310 allocs/op
BenchmarkDecodePtrSlice/type=JSON_struct_size=medium-10    	   69162	     17254 ns/op	    2608 B/op	      96 allocs/op
BenchmarkDecodePtrSlice/type=XML_struct_size=medium-10     	  128006	      9378 ns/op	    3664 B/op	      95 allocs/op
BenchmarkDecodePtrSlice/type=YAML_struct_size=medium-10    	   10000	    112053 ns/op	   52418 B/op	    1030 allocs/op
BenchmarkDecodePtrSlice/type=GOB_struct_size=big-10        	   16177	     74428 ns/op	   46335 B/op	    1179 allocs/op
BenchmarkDecodePtrSlice/type=JSON_struct_size=big-10       	    3897	    299794 ns/op	   38088 B/op	    1225 allocs/op
BenchmarkDecodePtrSlice/type=XML_struct_size=big-10        	   36422	     32854 ns/op	   10432 B/op	     283 allocs/op
BenchmarkDecodePtrSlice/type=YAML_struct_size=big-10       	     561	   2155220 ns/op	  846919 B/op	   17894 allocs/op
BenchmarkDecodePtrSlice/type=GOB_struct_size=huge-10       	      18	  65971963 ns/op	44990502 B/op	     802 allocs/op
BenchmarkDecodePtrSlice/type=JSON_struct_size=huge-10      	       1	1302005041 ns/op	   14008 B/op	      72 allocs/op
BenchmarkDecodePtrSlice/type=XML_struct_size=huge-10       	       8	 128212328 ns/op	48727516 B/op	 1374540 allocs/op
BenchmarkDecodePtrSlice/type=YAML_struct_size=huge-10      	       1	12199034416 ns/op	5480352464 B/op	96667450 allocs/op
BenchmarkEncodeSlice/type=GOB_struct_size=tiny-10          	  747290	      1678 ns/op	    1392 B/op	      22 allocs/op
BenchmarkEncodeSlice/type=JSON_struct_size=tiny-10         	 2159914	       558.1 ns/op	     320 B/op	       1 allocs/op
BenchmarkEncodeSlice/type=XML_struct_size=tiny-10          	  321912	      3843 ns/op	    5072 B/op	       9 allocs/op
BenchmarkEncodeSlice/type=YAML_struct_size=tiny-10         	   73617	     17534 ns/op	   37584 B/op	     129 allocs/op
BenchmarkEncodeSlice/type=GOB_struct_size=medium-10        	  197379	      6180 ns/op	    4600 B/op	      62 allocs/op
BenchmarkEncodeSlice/type=JSON_struct_size=medium-10       	  116884	     10030 ns/op	    4416 B/op	      21 allocs/op
BenchmarkEncodeSlice/type=XML_struct_size=medium-10        	   25900	     46562 ns/op	   18709 B/op	      72 allocs/op
BenchmarkEncodeSlice/type=YAML_struct_size=medium-10       	    9133	    143216 ns/op	  340952 B/op	     877 allocs/op
BenchmarkEncodeSlice/type=GOB_struct_size=big-10           	   18789	     64469 ns/op	   69400 B/op	     571 allocs/op
BenchmarkEncodeSlice/type=JSON_struct_size=big-10          	    6282	    197420 ns/op	   78944 B/op	     451 allocs/op
BenchmarkEncodeSlice/type=XML_struct_size=big-10           	    1371	    889912 ns/op	  298069 B/op	    1116 allocs/op
BenchmarkEncodeSlice/type=YAML_struct_size=big-10          	     487	   2359149 ns/op	 6520168 B/op	   13745 allocs/op
BenchmarkEncodeSlice/type=GOB_struct_size=huge-10          	       5	 246363042 ns/op	341030620 B/op	 2226116 allocs/op
BenchmarkEncodeSlice/type=JSON_struct_size=huge-10         	       2	 869657292 ns/op	597634568 B/op	 1993422 allocs/op
BenchmarkEncodeSlice/type=XML_struct_size=huge-10          	       1	3874216916 ns/op	1230326832 B/op	 4877230 allocs/op
BenchmarkEncodeSlice/type=YAML_struct_size=huge-10         	       1	16234461667 ns/op	38385152888 B/op	60749219 allocs/op
BenchmarkDecodeSlice/type=GOB_struct_size=tiny-10          	  101436	     11605 ns/op	    7812 B/op	     203 allocs/op
BenchmarkDecodeSlice/type=JSON_struct_size=tiny-10         	  282842	      4248 ns/op	    1176 B/op	      19 allocs/op
BenchmarkDecodeSlice/type=XML_struct_size=tiny-10          	  596376	      2057 ns/op	    1488 B/op	      32 allocs/op
BenchmarkDecodeSlice/type=YAML_struct_size=tiny-10         	   40621	     29642 ns/op	   18280 B/op	     278 allocs/op
BenchmarkDecodeSlice/type=GOB_struct_size=medium-10        	   66992	     17821 ns/op	   11973 B/op	     300 allocs/op
BenchmarkDecodeSlice/type=JSON_struct_size=medium-10       	   35984	     33182 ns/op	    9120 B/op	     100 allocs/op
BenchmarkDecodeSlice/type=XML_struct_size=medium-10        	  172459	      6964 ns/op	    2872 B/op	      66 allocs/op
BenchmarkDecodeSlice/type=YAML_struct_size=medium-10       	    5738	    208889 ns/op	   95046 B/op	    1791 allocs/op
BenchmarkDecodeSlice/type=GOB_struct_size=big-10           	   15175	     78775 ns/op	   58495 B/op	    1129 allocs/op
BenchmarkDecodeSlice/type=JSON_struct_size=big-10          	    2388	    497792 ns/op	  141000 B/op	    1379 allocs/op
BenchmarkDecodeSlice/type=XML_struct_size=big-10           	   62374	     19358 ns/op	    6200 B/op	     152 allocs/op
BenchmarkDecodeSlice/type=YAML_struct_size=big-10          	     349	   3426646 ns/op	 1381654 B/op	   27396 allocs/op
BenchmarkDecodeSlice/type=GOB_struct_size=huge-10          	       5	 209612733 ns/op	204711942 B/op	 3565079 allocs/op
BenchmarkDecodeSlice/type=JSON_struct_size=huge-10         	       1	2101034833 ns/op	601242440 B/op	 6008030 allocs/op
BenchmarkDecodeSlice/type=XML_struct_size=huge-10          	 1652984	       722.0 ns/op	     920 B/op	      15 allocs/op
BenchmarkDecodeSlice/type=YAML_struct_size=huge-10         	       1	14744372417 ns/op	6093520992 B/op	121293601 allocs/op
PASS
ok  	github.com/RSheremeta/gob-serialization	285.131s
